title,author,source,description,content,pub_date,url,urlToImage
Everyone In California Will Now Receive Earthquake Alerts On Their Phones Seconds Before The Ground Begins To Shake,Stephanie K. Baer,Buzzfeednews.com,"The nation's first statewide system will send emergency alerts to cell phones, giving residents up to 20 seconds of warning before shaking begins. View Entire Post ›","LOS ANGELES Millions of people across California will now receive alerts on their phones seconds before the ground begin to shake during an earthquake, a major milestone in a years-long endeavor to better prepare residents for the Big One.
Standing in front … [+3339 chars]",2019-10-17,https://www.buzzfeednews.com/article/skbaer/california-early-earthquake-warning-app,https://img.buzzfeed.com/buzzfeed-static/static/2019-10/17/20/campaign_images/85425c30af11/everyone-in-california-will-now-receive-earthquak-2-190-1571344282-0_dblbig.jpg
"Taiwanese fishing boats crushed, crew feared trapped after bridge collapse - Global News",,Globalnews.ca,"Taiwanese fishing boats crushed, crew feared trapped after bridge collapse Global News View full coverage on Google News","A bridge collapsed into a harbor in northeastern Taiwan on Tuesday, crushing several fishing boats with some crew feared trapped, authorities said, although the number of casualties was not immediately clear.
Several injured people were taken to hospital, wh… [+1055 chars]",2019-10-01,https://globalnews.ca/news/5973016/taiwan-fishing-boats-crushed-bridge-collapse/,https://shawglobalnews.files.wordpress.com/2019/09/untitled-design-1-2.png?w=720&h=379&crop=1
Tsunamis linked to spread of deadly fungal disease,https://www.facebook.com/bbcnews,BBC News,A huge earthquake off Alaska in the 1960s caused tsunamis that scientists say washed a tropical fungus ashore.,"Image copyrightEducation ImagesImage caption
 The tsunamis that followed a huge earthquake in Alaska in 1964 caused massive damage
A major earthquake in Alaska in 1964 triggered tsunamis that washed ashore a deadly tropical fungus, scientists say. 
Researc… [+3190 chars]",2019-10-01,https://www.bbc.co.uk/news/science-environment-49885913,https://ichef.bbci.co.uk/news/1024/branded_news/1B34/production/_109046960_gettyimages-144095293.jpg
Magnitude 4.7 earthquake shakes part of central California,Yahoo News Video,Yahoo.com,A magnitude 4.7 earthquake struck a remote area of central California on Tuesday. But a seismologist said there was no connection to a slightly smaller quake hours earlier in the San Francisco Bay Area region.,A magnitude 4.7 earthquake struck a remote area of central California on Tuesday. But a seismologist said there was no connection to a slightly smaller quake hours earlier in the San Francisco Bay Area region.,2019-10-15,https://news.yahoo.com/magnitude-4-7-earthquake-shakes-232815454.html,https://s.yimg.com/ny/api/res/1.2/9oSdml5NiSnoS1vbcD31vA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjA-/https://s.yimg.com/uu/api/res/1.2/9Cxash38TForMAguN4peMg--~B/aD03MjA7dz0xMjgwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://slick-prod.s3-us-west-2.amazonaws.com/slick_thumb/yahooNews-311567-1571181839413.jpg
OmniVis could save lives by detecting cholera-infected water in minutes rather than days,Devin Coldewey,TechCrunch,"Clean drinking water is one of the most urgent needs in developing countries and disaster-stricken areas, but safety tests can take days — during which tainted water can infect thousands. OmniVis aims to make detection of cholera and other pathogens as quick,…","Clean drinking water is one of the most urgent needs in developing countries and disaster-stricken areas, but safety tests can take days during which tainted water can infect thousands. OmniVis aims to make detection of cholera and other pathogens as quick, s… [+5711 chars]",2019-10-02,http://techcrunch.com/2019/10/02/omnivis-could-save-lives-by-detecting-cholera-infected-water-in-minutes-rather-than-days/,https://techcrunch.com/wp-content/uploads/2019/10/disrupt-battlefield-omnivis-0591.jpg?w=611
Brick arcade by MMX revitalises earthquake-hit public square in Mexico,Kristine Klein,Dezeen.com,"Brick archways fold around this public square in Jojutla, Mexico, which architecture studio MMX has redeveloped after it was left devastated following the country's deadly 2017 earthquake. Read more","Brick archways fold around this public square in Jojutla, Mexico, which architecture studio MMX has redeveloped after it was left devastated following the country's deadly 2017 earthquake.
Central Gardens of Jojutla was constructed as part of a major effort … [+2647 chars]",2019-10-21,http://www.dezeen.com/2019/10/21/brick-arcade-mmx-earthquake-public-square-mexico/,https://static.dezeen.com/uploads/2019/10/central-gardens-jojutla-estudio-mmx-mexico_dezeen_sq.jpg
Determining whether the worst earthquake has passed,Emily E. Brodsky,Nature.com,Distinguishing foreshocks and aftershocks in real time.,"After every major earthquake, seismologists warn the public that the danger has not yet passed: aftershocks will continue to shake the ground. These aftershocks usually get smaller over time, but, occasionally, an aftershock will be larger than the original e… [+5243 chars]",2019-10-09,https://www.nature.com/articles/d41586-019-02972-z?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-02972-z/d41586-019-02972-z_17226342.jpg
Determining whether the worst earthquake has passed,Emily E. Brodsky,Nature.com,Distinguishing foreshocks and aftershocks in real time.,"After every major earthquake, seismologists warn the public that the danger has not yet passed: aftershocks will continue to shake the ground. These aftershocks usually get smaller over time, but, occasionally, an aftershock will be larger than the original e… [+5243 chars]",2019-10-09,https://www.nature.com/articles/d41586-019-02972-z,https://media.nature.com/lw1024/magazine-assets/d41586-019-02972-z/d41586-019-02972-z_17226342.jpg
Scientists discover big storms can create 'stormquakes' - Sun.Star,,Sunstar.com.ph,WASHINGTON -- Scientists have discovered a mash-up of two feared disasters -- hurricanes and earthquakes -- and they&#39;re calling them...,"WASHINGTON -- Scientists have discovered a mash-up of two feared disasters -- hurricanes and earthquakes -- and they're calling them ""stormquakes.""
The shaking of the sea floor during hurricanes and nor'easters can rumble like a magnitude 3.5 earthquake and … [+1668 chars]",2019-10-17,https://www.sunstar.com.ph/article/1827976,https://www.sunstar.com.ph/uploads/images/2019/10/17/183809.jpg
Gujarat earthquake: Moderate intensity earthquake hits Banaskantha,PTI,The Hindu,No casualty or damage to property was reported,"An earthquake of magnitude 3.2 shook parts of Gujarats Banaskantha district on the morning of October 20, an official said.
 No casualty or damage to property was reported, the official at the Gandhinagar-based Institute of Seismological Research said.
The … [+249 chars]",2019-10-20,https://www.thehindu.com/news/national/guj-moderate-intensity-earthquake-hits-banaskantha/article29749649.ece,https://www.thehindu.com/news/national/other-states/gyklo5/article29749679.ece/ALTERNATES/LANDSCAPE_615/earthquakeJPG
Study: California's big July quakes strain major fault,JOHN ANTCZAK,Yahoo.com,"The earthquakes that hammered the Southern California desert near the town of Ridgecrest last summer involved ruptures on a web of interconnected faults and increased strain on a major nearby fault that has begun to slowly move, according to a new study. Rupt…","LOS ANGELES (AP) The earthquakes that hammered the Southern California desert near the town of Ridgecrest last summer involved ruptures on a web of interconnected faults and increased strain on a major nearby fault that has begun to slowly move, according to … [+3457 chars]",2019-10-17,https://news.yahoo.com/study-californias-big-july-quakes-210535074.html,https://s.yimg.com/ny/api/res/1.2/vZdIX37fENQJe5crlQVeyw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/xFEgymlkXGqwmEwgJM4WdA--~B/aD0xMzEzO3c9MTk3MDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/ap.org/c5751752b36ff6e0b9fbb4682a47bc3a
"After fire erupts at California energy facility, investigators look for answers",Becky Perlow,ABC News,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","California officials are investigating the cause of a fire this week at an energy facility that brought a major interstate highway to a halt and forced thousands of residents to shelter in place for hours, including the possibility that it was sparked by the … [+3657 chars]",2019-10-16,https://abcnews.go.com/US/fire-nustar-energy-facility-northern-ca/story?id=66317783,https://s.abcnews.com/images/US/nustar-energy-fire-03-gty-jef-1910116_hpMain_16x9_992.jpg
Plate tectonics runs deeper than we thought,Ars Staff,Ars Technica,"At 52-years-old, plate tectonics has given geologists a whole new level to explore.","Enlarge/ Þingvellir or Thingvellir, is a national park in southwestern Iceland, about 40 km northeast of Iceland's capital, Reykjavík. It's a site of geological significance, as the visuals may indicate.
1 with 1 posters participating
Its right there in the… [+11655 chars]",2019-10-03,https://arstechnica.com/science/2019/10/plate-tectonics-runs-deeper-than-we-thought/,https://cdn.arstechnica.net/wp-content/uploads/2019/10/GettyImages-960356664-760x380.jpg
Daily briefing: Lemur is the first six-fingered primate,Flora Graham,Nature.com,"The aye-aye’s thumb, the most successful citizen-scientist initiative in the world and how Californians will be warned seconds ahead of an earthquake.","Hello Nature readers, would you like to get this Briefing in your inbox free every day? Sign up here.
A lung cancer cell: imaging advances are enabling researchers to sniff out ever-smaller tumours. Credit: Anne Weston, EM STP, The Francis Crick Institute/SP… [+3463 chars]",2019-10-21,https://www.nature.com/articles/d41586-019-03203-1?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03203-1/d41586-019-03203-1_17295222.png
Daily briefing: Lemur is the first six-fingered primate,Flora Graham,Nature.com,"The aye-aye’s thumb, the most successful citizen-scientist initiative in the world and how Californians will be warned seconds ahead of an earthquake.","Hello Nature readers, would you like to get this Briefing in your inbox free every day? Sign up here.
A lung cancer cell: imaging advances are enabling researchers to sniff out ever-smaller tumours. Credit: Anne Weston, EM STP, The Francis Crick Institute/SP… [+3463 chars]",2019-10-21,https://www.nature.com/articles/d41586-019-03203-1,https://media.nature.com/lw1024/magazine-assets/d41586-019-03203-1/d41586-019-03203-1_17295222.png
"The Latest: 1 dead, over 2 dozen injured in Philippine quake",Associated Press,Yahoo.com,"A strong earthquake in the southern Philippines has left at least one person dead and injured more than two dozen. The U.S. Geological Survey said the magnitude 6.4 quake was centered about 8 kilometers (5 miles) from Columbio, a landlocked town in the coasta…","DAVAO, Philippines (AP) The Latest on an earthquake in the southern Philippines (all times local):
11:40 p.m.
A strong earthquake in the southern Philippines has left at least one person dead and injured more than two dozen.
ABS-CBN television network repo… [+1457 chars]",2019-10-16,https://news.yahoo.com/latest-1-dead-over-2-154432122.html,https://s.yimg.com/cv/apiv2/social/images/yahoo_default_logo-1200x1200.png
"Podcast: Estimating earthquake risk, and difficulties for deep-learning",,Nature.com,Hear the biggest stories from the world of science | 10 October 2019,,2019-10-09,https://www.nature.com/articles/d41586-019-03041-1?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03041-1/d41586-019-03041-1_17252998.jpg
Real-time discrimination of earthquake foreshocks and aftershocks,"Laura Gulia, Stefan Wiemer",Nature.com,"Changes in the average size distribution of earthquakes are used to discriminate between foreshocks and aftershocks, and a traffic light classification is proposed for the real-time assessment of the probability of a subsequent larger event.","<li>1.Jordan, T. H. et al. Operational earthquake forecasting state of knowledge and guidelines for utilization. Ann. Geophys. 54, 315391 (2011).
</li><li>2.Lippiello, E., Giacco, F., Marzocchi, W., Godano, C. &amp; de Arcangelis, L. Statistical features of … [+8566 chars]",2019-10-09,https://www.nature.com/articles/s41586-019-1606-4?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41586-019-1606-4/MediaObjects/41586_2019_1606_Fig1_HTML.png
Real-time discrimination of earthquake foreshocks and aftershocks,"Laura Gulia, Stefan Wiemer",Nature.com,"Changes in the average size distribution of earthquakes are used to discriminate between foreshocks and aftershocks, and a traffic light classification is proposed for the real-time assessment of the probability of a subsequent larger event.","<li>1.Jordan, T. H. et al. Operational earthquake forecasting state of knowledge and guidelines for utilization. Ann. Geophys. 54, 315391 (2011).
</li><li>2.Lippiello, E., Giacco, F., Marzocchi, W., Godano, C. &amp; de Arcangelis, L. Statistical features of … [+8566 chars]",2019-10-09,https://www.nature.com/articles/s41586-019-1606-4,https://media.springernature.com/m685/springer-static/image/art%3A10.1038%2Fs41586-019-1606-4/MediaObjects/41586_2019_1606_Fig1_HTML.png
"Podcast: Estimating earthquake risk, and difficulties for deep-learning",,Nature.com,Hear the biggest stories from the world of science | 10 October 2019,,2019-10-09,https://www.nature.com/articles/d41586-019-03041-1,https://media.nature.com/lw1024/magazine-assets/d41586-019-03041-1/d41586-019-03041-1_17252998.jpg
Fierce typhoon hits northern Japan after paralysing Tokyo - The Globe and Mail,Kiyoshi Takenaka,The Globe And Mail,"Fierce typhoon hits northern Japan after paralysing Tokyo The Globe and Mail Heavy rain, winds lash Tokyo as powerful typhoon approaches CBC.ca Tokyo braces for worst typhoon in 6 decades Global News Typhoon causes Canada-Namibia to be cancelled at Rugby Worl…","Firefighters patrol on a flooded road due to heavy rains caused by Typhoon Hagibis at Ota ward in Tokyo, Japan, October 12, 2019.
KYODO/Reuters
Four people were killed and 17 were missing after the most powerful typhoon to hit Japan in decades paralysed Tok… [+3931 chars]",2019-10-12,https://www.theglobeandmail.com/world/article-fierce-typhoon-hits-northern-japan-after-paralysing-tokyo/,https://www.theglobeandmail.com/resizer/5cGOV3R-jhKTqfRMX9scVn3dqZk=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/4A4IBT7QTJGH7FS7XG6GLEPZT4.JPG
"Four dead, 17 missing as fierce typhoon pounds Tokyo - Manila Bulletin",Allysa Nievera,Mb.com.ph,"Four dead, 17 missing as fierce typhoon pounds Tokyo Manila Bulletin 1 dead as 'unprecedented' Typhoon Hagibis nears Japan ABS-CBN News Heavy rain, winds lash Tokyo as powerful typhoon nears INQUIRER.net Rugby World Cup: Japan-Scotland match goes ahead after …","By Reuters
TOKYO  – Seven people were killed and 15 were missing after the most powerful typhoon to hit Japan in decades paralyzed Tokyo, flooding rivers and leaving almost half a million homes without power, public broadcaster NHK reported on Sunday.
A Shi… [+4182 chars]",2019-10-13,https://news.mb.com.ph/2019/10/13/seven-killed-15-missing-as-fierce-typhoon-pounds-tokyo/,https://news.mb.com.ph/wp-content/uploads/2019/10/Seven-killed-15-missing-as-fierce-typhoon-pounds-Tokyo.jpg
Scientists discover big storms can create 'stormquakes' - The Associated Press,BY SETH BORENSTEIN,Associated Press,"WASHINGTON (AP) — Scientists have discovered a mash-up of two feared disasters — hurricanes and earthquakes — and they're calling them ""stormquakes."" The shaking of the sea floor during...","WASHINGTON (AP) Scientists have discovered a mash-up of two feared disasters hurricanes and earthquakes and theyre calling them stormquakes.
The shaking of the sea floor during hurricanes and noreasters can rumble like a magnitude 3.5 earthquake and can last… [+1908 chars]",2019-10-16,https://www.apnews.com/3aefc06b0fa1401a865faac1c42bec5b,https://storage.googleapis.com/afs-prod/media/e04a0afeba334fd5993d071d40c47cd1/1952.jpeg
"Scientists discover big hurricanes can create 'stormquakes' - FOX 13 News, Tampa Bay",Associated Press,Fox13news.com,"Scientists discover big hurricanes can create 'stormquakes' FOX 13 News, Tampa Bay Scientists discover big storms can create ‘stormquakes’ South China Morning Post View full coverage on Google News","WASHINGTON - Scientists have discovered a mash-up of two feared disasters -- hurricanes and earthquakes -- and they're calling them ""stormquakes.""
The shaking of the sea floor during hurricanes and nor'easters can rumble like a magnitude 3.5 earthquake and c… [+1987 chars]",2019-10-19,https://www.fox13news.com/news/scientists-discover-big-hurricanes-can-create-stormquakes,https://images.foxtv.com/static.fox13news.com/www.fox13news.com/content/uploads/2019/10/724/407/470571main_isabel_lg.jpg?ve=1&tl=1
Alicia Vikander Stars in Netflix's Upcoming Murder-Mystery 'Earthquake Bird',"info@hypebeast.com (HYPEBEAST), HYPEBEAST",Hypebeast.com,"Netflix just released a new trailer for its upcoming thriller Earthquake Bird starring Alicia Vikander as an expat with a painful history living in 1980s Tokyo. In the footage above, we see Vikander enter a relationship with a handsome yet equally as troubled…","Netflix just released a new trailer for its upcoming thriller Earthquake Bird starring Alicia Vikander as an expat with a painful history living in 1980s Tokyo. In the footage above, we see Vikander enter a relationship with a handsome yet equally as troubled… [+785 chars]",2019-10-09,https://hypebeast.com/2019/10/alicia-vikander-netflix-earthquake-bird-trailer,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2019%2F10%2Falicia-vikander-netflix-earthquake-bird-trailer-twtr.jpg?w=960&cbr=1&q=90&fit=max
A 500-year-dormant fault in California just shook our view of how earthquakes form,Kat Eschner,Popsci.com,"A pair of big earthquakes this July ended a long period of relative seismic quiescence in California, and awakened a previously dormant big fault. But scientists who studied the incident say it could shift our current understanding of what triggers a big eart…","Many products featured on this site were editorially chosen. Popular Science may receive financial compensation for products purchased through this site.
Copyright © 2019 Popular Science. A Bonnier Corporation Company. All rights reserved. Reproduction in wh… [+47 chars]",2019-10-24,https://www.popsci.com/earthquakes-cause-california-fault-lines/,https://www.popsci.com/resizer/W8NKBJuSsMFlT_VtGDjz5gQgSJY=/1200x628/smart/arc-anglerfish-arc2-prod-bonnier.s3.amazonaws.com/public/GSEX4XSYWFJNOPKHDXA6OJDZKE.jpg
The migrant caravans: Landing in the country he planned to pass through,Julia Love,Reuters,"Over breakfast on a recent Sunday, Veronica Ruiz Lagier, a Mexican anthropologist, eyed a scar snaking around the elbow of Daniel Castillo, a young Honduran she has befriended.","MEXICO CITY (Reuters) - Over breakfast on a recent Sunday, Veronica Ruiz Lagier, a Mexican anthropologist, eyed a scar snaking around the elbow of Daniel Castillo, a young Honduran she has befriended. 
They have known each other long enough to form a bond - … [+3277 chars]",2019-10-10,https://www.reuters.com/article/us-usa-immigration-profiles-mexico-city-idUSKBN1WP1HR,https://s3.reutersmedia.net/resources/r/?m=02&d=20191010&t=2&i=1439230698&w=1200&r=LYNXMPEF990W5
30 Years Ago: A Look Back at 1989,Alan Taylor,Theatlantic.com,Take a step into a visual time capsule for a brief look at the world three decades ago.,"Three decades ago, a number of uprisings took place around the world, with unhappy citizens taking to the streets—and in some cases, taking up arms—to try to change or remove their governments. A student-led pro-democracy demonstration in China’s Tiananmen Sq… [+577 chars]",2019-10-07,https://www.theatlantic.com/photo/2019/10/30-years-ago-a-look-back-at-1989/599386/,https://cdn.theatlantic.com/assets/media/img/photo/2019/10/30-years-ago-a-look-back-at-1989/n01_AP890605094-1/facebook.jpg?1570470646
"Analysis of recent Ridgecrest, California earthquake sequence reveals complex, damaging fault systems",,Sciencedaily.com,Geophysicists complete their analysis of a well-documented seismic event that held many surprises.,"The largest earthquake sequence in Southern California in two decades has taught scientists that large earthquakes can occur in a more complex fashion than commonly assumed. The sequence also loaded up strain on a nearby major fault, according to a new study.… [+3983 chars]",2019-10-17,https://www.sciencedaily.com/releases/2019/10/191017141103.htm,
The comet that came in from interstellar space,,Nature.com,The short-tailed 2I/Borisov is only the second known visitor to the Solar System from another star system.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-14,https://www.nature.com/articles/d41586-019-03102-5?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03102-5/d41586-019-03102-5_17264140.jpg
Europe’s most active volcano reveals its strength through low rumbles,,Nature.com,An analysis of sound waves from Mount Etna showcases a method that could aid volcano monitoring worldwide.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-08,https://www.nature.com/articles/d41586-019-03007-3?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03007-3/d41586-019-03007-3_17247702.jpg
A lethal virus carried by ‘vampires’ is rampaging across the Americas,,Nature.com,"Viral genomes suggest that rabies strains carried by vampire bats travel from South America to North America, and vice versa.","Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-08,https://www.nature.com/articles/d41586-019-03005-5?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03005-5/d41586-019-03005-5_17257470.jpg
How to improve a huge super-resolution microscope: shrink it,,Nature.com,Physicists redesign an enormous and costly imaging device to make it smaller and cheaper.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-18,https://www.nature.com/articles/d41586-019-03134-x?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03134-x/d41586-019-03134-x_17283534.jpg
Extraordinary fossil reveals sharks’ family roots,,Nature.com,A fish species dated to about 383 million years ago is the earliest known member of the group that includes sharks.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-01,https://www.nature.com/articles/d41586-019-02955-0?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-02955-0/d41586-019-02955-0_17231450.jpg
Nuclear waste? These microbes might help with the cleanup,,Nature.com,Bacteria discovered in a Mexican lake accumulate two radioactive isotopes in their cells.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-15,https://www.nature.com/articles/d41586-019-03087-1?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03087-1/d41586-019-03087-1_17264162.jpg
Don’t knock wood: an ordinary material goes high-tech,,Nature.com,A wooden chip imprinted with microscopic patterns serves as a grid of lenses.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-16,https://www.nature.com/articles/d41586-019-03138-7?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03138-7/d41586-019-03138-7_17272518.jpg
How treacherous brain cells aid cancer’s invasion,,Nature.com,The neural cells called astrocytes feed the brain’s own fat to metastatic cancer cells.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-10,https://www.nature.com/articles/d41586-019-03008-2?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03008-2/d41586-019-03008-2_17257538.jpg
Squashed nuclei undermine long-held doctrine of nuclear structure,,Nature.com,Stable cadmium nuclei can change shape even when their energies are low.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-10,https://www.nature.com/articles/d41586-019-03006-4?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03006-4/d41586-019-03006-4_17257406.jpg
Rosy octopuses are more warty the deeper they dwell in the sea,,Nature.com,"Shallow-water residents have nearly smooth skin, but their deep-living brethren are covered in lumps and bumps.","Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-08,https://www.nature.com/articles/d41586-019-03004-6?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03004-6/d41586-019-03004-6_17257434.jpg
Water shortages loom for Asia’s new power plants,,Nature.com,Climate change could force prospective coal-burning facilities to cut output.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-02,https://www.nature.com/articles/d41586-019-02961-2?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-02961-2/d41586-019-02961-2_17226424.jpg
Bacteria that plague hospital patients gain a potent weapon,,Nature.com,"An easily transmitted piece of DNA cranks up the virulence of Klebsiella bacteria, a major cause of infections in hospitals.","Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-01,https://www.nature.com/articles/d41586-019-02946-1?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-02946-1/d41586-019-02946-1_17226556.jpg
Anti-Muslim hostility could ebb owing to a simple measure,,Nature.com,Carefully chosen questions prompt non-Muslims to assign less ‘collective blame’ to Muslims for violent attacks.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-07,https://www.nature.com/articles/d41586-019-02999-2?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-02999-2/d41586-019-02999-2_17240654.jpg
Even meat lovers go veggie when plant-heavy meals abound,,Nature.com,Dining-hall data suggest that a rise in vegetarian options leads customers to embrace meat-free meals.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-09-30,https://www.nature.com/articles/d41586-019-02934-5?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-02934-5/d41586-019-02934-5_17225318.jpg
Simmering inequity: a city’s worst heat hits low-income residents,,Nature.com,The burden of the ‘urban heat-island’ effect falls most heavily on economically disadvantaged neighborhoods.,"Irrigation of rice paddies led to many of the 4,000-plus deaths during the powerful earthquake that struck Palu, Indonesia, in September 2018. The waterlogged ground shook during the magnitude-7.5 quake and slid downhill, according to two teams that studied t… [+889 chars]",2019-10-10,https://www.nature.com/articles/d41586-019-03003-7?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-019-03003-7/d41586-019-03003-7_17246242.jpg
